lake,gear,sample,lat,long,Alosa_pseudoharengus,Ambloplites_rupestris,Ameiurus_melas,Ameiurus_natalis,Ameiurus_nebulosus,Amia_calva,Aplodinotus_grunniens,Catostomus_commersonii,Chrosomus_eos,Coregonus_artedi,Coregonus_clupeaformis,Cottidae,Cottus_cognatus,Culaea_inconstans,Cyprinella_spiloptera,Cyprinus_carpio,Dorosoma_cepedianum,Erimyzon_sucetta,Esox_americanus,Esox_lucius,Esox_masquinongy,Etheostoma_caeruleum,Etheostoma_exile,Etheostoma_nigrum,Fundulus_diaphanus,Hypentelium_nigricans,Ichthyomyzon_castaneus,Ictalurus_punctatus,Labidesthes_sicculus,Lepisosteus_oculatus,Lepisosteus_osseus,Lepomis_cyanellus,Lepomis_gibbosus,Lepomis_gulosus,Lepomis_macrochirus,Lepomis_megalotis,Lepomis_microlophus,Lota_lota,Luxilus_cornutus,Micropterus_dolomieu,Micropterus_salmoides,Morone_americana,Moxostoma_anisurum,Moxostoma_erythrurum,Moxostoma_macrolepidotum,Moxostoma_valenciennesi,Neogobius_melanostomus,Nocomis_biguttatus,Notemigonus_crysoleucas,Notropis_atherinoides,Notropis_heterodon,Notropis_heterolepis,Notropis_hudsonius,Notropis_stramineus,Notropis_volucellus,Noturus_gyrinus,Oncorhynchus_mykiss,Oncorhynchus_tshawytscha,Perca_flavescens,Percina_caprodes,Petromyzon_marinus,Pimephales_notatus,Pomoxis_nigromaculatus,Pungitius_pungitius,Rhinichthys_atratulus,Rhinichthys_cataractae,Salmo_salar,Salmo_trutta,Salvelinus_fontinalis,Salvelinus_fontinalis_._Salvelinus_namaycush,Salvelinus_namaycush,Sander_vitreus,Semotilus_atromaculatus,Umbra_limi,group,dist2trad,Carpiodes_carpio,Mylopharyngodon_piceus,Cottus_bairdii,Percina_maculata,Osmerus_mordax,Etheostoma_spectabile,Carassius_auratus
Austin Lake,surface,AUS_11,42.167474,-85.551348,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,0,550,NA,NA,NA,NA,0,187,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,NA,NA,0,0,0,0,0,0,0
Austin Lake,surface,AUS_12,42.165996,-85.547834,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,36,0,0,NA,0,0,0,0,210,0,NA,NA,188,NA,NA,NA,0,NA,0,2802,NA,NA,NA,NA,764,2591,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,NA,NA,0,0,0,0,0,0,0
Austin Lake,surface,AUS_13,42.166702,-85.542627,NA,311,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,208,0,0,NA,0,0,0,127,152,0,NA,NA,81,NA,NA,NA,0,NA,0,1578,NA,NA,NA,NA,326,996,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,NA,NA,0,0,0,0,0,0,0
Austin Lake,surface,AUS_14,42.16667,-85.540284,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,0,1227,NA,NA,NA,NA,0,2960,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,NA,NA,0,0,0,0,0,0,0
Austin Lake,benthic,AUS_15,42.16955,-85.545637,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,142,0,0,NA,0,178,0,0,0,223,NA,NA,0,NA,NA,NA,0,NA,0,482,NA,NA,NA,NA,656,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,NA,NA,0,0,0,0,0,0,0
Austin Lake,surface,AUS_16,42.171203,-85.543476,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,64,0,0,NA,NA,1628,NA,NA,NA,0,NA,0,1245,NA,NA,NA,NA,0,210,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,NA,NA,0,0,0,0,0,0,0
Austin Lake,surface,AUS_17,42.172696,-85.542424,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,435,0,312,NA,NA,0,NA,NA,NA,0,NA,0,1638,NA,NA,NA,NA,0,1155,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,380,NA,NA,NA,0,0,NA,NA,NA,0,0,0,NA,NA,0,0,0,0,0,0,0
Austin Lake,benthic,AUS_18,42.17404,-85.541666,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,64,426,256,NA,NA,307,NA,NA,NA,0,NA,0,745,NA,NA,NA,NA,0,305,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,NA,NA,0,0,0,0,0,0,0
Austin Lake,surface,AUS_19,42.175083,-85.541201,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,77,0,0,NA,NA,0,NA,NA,NA,0,NA,0,3388,NA,NA,NA,NA,0,3486,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,NA,NA,0,0,0,0,0,0,0
Austin Lake,benthic,AUS_20,42.175345,-85.540958,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,1054,0,0,NA,0,0,0,0,0,467,NA,NA,510,NA,NA,NA,0,NA,0,2998,NA,NA,NA,NA,220,656,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,NA,NA,0,0,0,0,0,0,0
Austin Lake,surface,AUS_21,42.171091,-85.538321,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,3863,0,0,NA,0,0,0,0,1415,2234,NA,NA,0,NA,NA,NA,0,NA,0,7150,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,NA,NA,0,0,0,0,0,0,0
Austin Lake,benthic,AUS_22,42.174627,-85.538753,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,430,0,0,NA,0,0,0,33,27,239,NA,NA,0,NA,NA,NA,0,NA,0,2483,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,NA,NA,0,0,0,0,0,0,0
Austin Lake,surface,AUS_23,42.177993,-85.541667,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,1584,0,0,NA,0,0,0,0,0,648,NA,NA,1281,NA,NA,NA,0,NA,0,5642,NA,NA,NA,NA,0,1649,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,NA,NA,0,0,0,0,0,0,0
Austin Lake,surface,AUS_24,42.180734,-85.543351,NA,234,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,335,0,0,NA,294,0,0,13,0,0,NA,NA,2030,NA,NA,NA,0,NA,0,2402,NA,NA,NA,NA,0,1064,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,NA,NA,0,0,0,0,0,0,0
Austin Lake,surface,AUS_25,42.184364,-85.543352,NA,250,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,424,0,0,NA,0,0,0,0,187,121,NA,NA,0,NA,NA,NA,0,NA,0,1959,NA,NA,NA,NA,0,1030,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,NA,NA,0,0,0,0,0,0,0
Austin Lake,surface,AUS_26,42.176112,-85.545645,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,659,0,0,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,0,3474,NA,NA,NA,NA,0,5142,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,506,NA,NA,NA,0,0,NA,NA,NA,0,0,0,NA,NA,0,0,0,0,0,0,0
Austin Lake,benthic,AUS_27,42.169398,-85.551187,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,4309,0,0,NA,0,0,0,0,520,0,NA,NA,0,NA,NA,NA,0,NA,0,1316,NA,NA,NA,NA,0,526,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,NA,NA,0,0,0,0,0,0,0
Austin Lake,surface,AUS_28,42.173562,-85.550991,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,38,NA,NA,NA,0,NA,0,1505,NA,NA,NA,NA,0,1631,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,NA,NA,0,0,0,0,0,0,0
Austin Lake,surface,AUS_29,42.178777,-85.552183,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,1398,NA,NA,NA,0,NA,0,874,NA,NA,NA,NA,0,2394,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,NA,NA,0,0,0,0,0,0,0
Austin Lake,surface,AUS_30,42.18008,-85.554057,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,63,0,0,NA,NA,0,NA,NA,NA,0,NA,0,5259,NA,NA,NA,NA,0,2085,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,764,NA,NA,NA,0,0,NA,NA,NA,0,0,0,NA,NA,0,0,0,0,0,0,0
Austin Lake,benthic,AUS_31,42.183113,-85.549443,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,144,0,0,NA,143,0,0,225,0,159,NA,NA,2542,NA,NA,NA,0,NA,0,2765,NA,NA,NA,NA,0,575,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,163,NA,NA,NA,0,0,NA,NA,NA,0,0,0,NA,NA,0,0,0,0,0,0,0
Austin Lake,surface,AUS_32,42.183517,-85.550219,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,NA,NA,0,0,0,0,0,0,0
Austin Lake,surface,AUS_33,42.18523,-85.555589,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,3260,0,0,NA,0,0,0,134,0,1301,NA,NA,1147,NA,NA,NA,0,NA,0,2098,NA,NA,NA,NA,0,2620,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,NA,NA,0,0,0,0,0,0,0
Austin Lake,surface,AUS_34,42.187684,-85.552083,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,1635,0,0,NA,0,0,0,144,0,0,NA,NA,336,NA,NA,NA,0,NA,0,4192,NA,NA,NA,NA,1377,2705,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,NA,NA,0,0,0,0,0,0,0
Austin Lake,benthic,AUS_35,42.188862,-85.550949,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,784,0,0,NA,0,0,0,57,0,0,NA,NA,380,NA,NA,NA,0,NA,0,3156,NA,NA,NA,NA,0,1227,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,NA,NA,0,0,0,0,0,0,0
Austin Lake,surface,AUS_36,42.188266,-85.554875,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,1104,0,0,NA,0,1279,0,0,0,0,NA,NA,35,NA,NA,NA,0,NA,0,2973,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,NA,NA,0,0,0,0,0,0,0
Austin Lake,benthic,AUS_37,42.18908,-85.55479,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,1083,0,0,NA,0,0,0,74,93,0,NA,NA,362,NA,NA,NA,0,NA,0,6006,NA,NA,NA,NA,0,1128,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,NA,NA,0,0,0,0,0,0,0
Austin Lake,surface,AUS_38,42.186905,-85.557246,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,0,2999,NA,NA,NA,NA,343,1100,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,NA,NA,0,0,0,0,0,0,0
Austin Lake,surface,AUS_39,42.181957,-85.561704,NA,0,NA,NA,NA,163,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,40,0,0,NA,NA,120,NA,NA,NA,0,NA,0,2179,NA,NA,NA,NA,0,1307,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,NA,NA,0,0,0,0,0,0,0
Austin Lake,surface,AUS_40,42.182488,-85.556166,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,125,0,725,NA,NA,0,NA,NA,NA,0,NA,0,376,NA,NA,NA,NA,0,1325,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,NA,NA,0,0,0,0,0,0,0
Big Manistique,surface,MAN_01,46.217606,-85.808142,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,1273,0,0,NA,NA,0,0,0,0,0,0,0
Big Manistique,surface,MAN_02,46.228358,-85.789775,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,1732,0,0,0,1303,0,NA,NA,0,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,NA,NA,0,0,0,0,0,0,0
Big Manistique,benthic,MAN_03,46.230628,-85.789795,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,859,0,NA,NA,0,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,1694,0,0,NA,NA,0,0,0,0,0,0,0
Big Manistique,surface,MAN_04,46.234453,-85.786205,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,NA,NA,0,0,0,0,0,0,0
Big Manistique,surface,MAN_05,46.231737,-85.766491,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,348,0,0,NA,NA,0,0,0,0,0,0,0
Big Manistique,benthic,MAN_06,46.225314,-85.760382,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,512,0,NA,NA,0,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,345,0,0,NA,NA,0,0,0,0,0,0,0
Big Manistique,surface,MAN_07,46.21622,-85.751349,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,1291,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,194,0,0,NA,NA,0,0,0,0,0,0,0
Big Manistique,benthic,MAN_08,46.216071,-85.747401,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,2234,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,984,0,0,NA,NA,0,0,0,0,0,0,0
Big Manistique,surface,MAN_09,46.227809,-85.749389,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,509,0,NA,NA,0,NA,NA,NA,0,NA,0,18,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,598,0,0,NA,NA,0,0,0,0,0,0,0
Big Manistique,benthic,MAN_10,46.227398,-85.746788,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,305,0,0,0,652,0,NA,NA,0,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,2282,0,0,NA,NA,0,0,0,0,0,0,0
