"lake","gear","species","detect"
"Cass Lake","surface_12s","Amia_calva",0
"Cass Lake","benthic_12s","Amia_calva",0
"Cass Lake","surface_12s","Amia_calva",1
"Cass Lake","surface_12s","Amia_calva",0
"Dumont Lake","boomshocker","Amia_calva",0
"Dumont Lake","surface_12s","Amia_calva",0
"Dumont Lake","boomshocker","Amia_calva",0
"Dumont Lake","surface_12s","Amia_calva",1
"Dumont Lake","boomshocker","Amia_calva",0
"Dumont Lake","surface_12s","Amia_calva",0
"Dumont Lake","benthic_12s","Amia_calva",0
"Dumont Lake","experimental gillnet","Amia_calva",0
"Dumont Lake","surface_12s","Amia_calva",0
"Dumont Lake","benthic_12s","Amia_calva",0
"Dumont Lake","experimental gillnet","Amia_calva",0
"Dumont Lake","surface_12s","Amia_calva",0
"Dumont Lake","benthic_12s","Amia_calva",0
"Dumont Lake","experimental gillnet","Amia_calva",0
"Dumont Lake","surface_12s","Amia_calva",0
"Dumont Lake","benthic_12s","Amia_calva",0
"Dumont Lake","benthic_12s","Amia_calva",0
"Dumont Lake","surface_12s","Amia_calva",0
"Dumont Lake","experimental gillnet","Amia_calva",0
"Dumont Lake","surface_12s","Amia_calva",0
"Dumont Lake","benthic_12s","Amia_calva",0
"Dumont Lake","large mesh fyke net","Amia_calva",0
"Dumont Lake","surface_12s","Amia_calva",0
"Dumont Lake","large mesh fyke net","Amia_calva",0
"Dumont Lake","surface_12s","Amia_calva",0
"Dumont Lake","surface_12s","Amia_calva",0
"Dumont Lake","benthic_12s","Amia_calva",0
"Dumont Lake","large mesh fyke net","Amia_calva",0
"Dumont Lake","surface_12s","Amia_calva",0
"Dumont Lake","large mesh fyke net","Amia_calva",0
"Dumont Lake","surface_12s","Amia_calva",0
"Dumont Lake","benthic_12s","Amia_calva",0
"Dumont Lake","large mesh fyke net","Amia_calva",0
"Dumont Lake","benthic_12s","Amia_calva",0
"Dumont Lake","large mesh fyke net","Amia_calva",0
"Dumont Lake","surface_12s","Amia_calva",0
"Dumont Lake","large mesh fyke net","Amia_calva",0
"Dumont Lake","surface_12s","Amia_calva",0
"Dumont Lake","benthic_12s","Amia_calva",0
"Dumont Lake","large mesh fyke net","Amia_calva",0
"Dumont Lake","surface_12s","Amia_calva",1
"Dumont Lake","benthic_12s","Amia_calva",0
"Dumont Lake","large mesh fyke net","Amia_calva",0
"Dumont Lake","surface_12s","Amia_calva",0
"Dumont Lake","seine","Amia_calva",0
"Dumont Lake","surface_12s","Amia_calva",0
"Dumont Lake","surface_12s","Amia_calva",0
"Dumont Lake","benthic_12s","Amia_calva",0
"Dumont Lake","small mesh fyke net","Amia_calva",0
"Dumont Lake","surface_12s","Amia_calva",0
"Dumont Lake","small mesh fyke net","Amia_calva",0
"Dumont Lake","surface_12s","Amia_calva",0
"Dumont Lake","surface_12s","Amia_calva",1
"Dumont Lake","surface_12s","Amia_calva",0
"Dumont Lake","small mesh fyke net","Amia_calva",0
"Dumont Lake","surface_12s","Amia_calva",1
"Dumont Lake","benthic_12s","Amia_calva",0
"Dumont Lake","experimental gillnet","Amia_calva",0
"Dumont Lake","seine","Amia_calva",0
"Dumont Lake","small mesh fyke net","Amia_calva",0
"Dumont Lake","surface_12s","Amia_calva",0
"Dumont Lake","surface_12s","Amia_calva",0
"Dumont Lake","surface_12s","Amia_calva",0
"Dumont Lake","benthic_12s","Amia_calva",0
"Dumont Lake","surface_12s","Amia_calva",0
"Dumont Lake","surface_12s","Amia_calva",0
"Dumont Lake","benthic_12s","Amia_calva",0
"Dumont Lake","surface_12s","Amia_calva",1
"Dumont Lake","surface_12s","Amia_calva",0
"Dumont Lake","surface_12s","Amia_calva",0
"Dumont Lake","benthic_12s","Amia_calva",0
"Dumont Lake","surface_12s","Amia_calva",0
"Dumont Lake","surface_12s","Amia_calva",0
"Dumont Lake","surface_12s","Amia_calva",0
"Dumont Lake","benthic_12s","Amia_calva",0
"Five Channels Impoundment","boomshocker","Amia_calva",1
"Five Channels Impoundment","surface_12s","Amia_calva",1
"Five Channels Impoundment","benthic_12s","Amia_calva",1
"Five Channels Impoundment","surface_12s","Amia_calva",1
"Five Channels Impoundment","surface_12s","Amia_calva",1
"Five Channels Impoundment","boomshocker","Amia_calva",1
"Five Channels Impoundment","surface_12s","Amia_calva",1
"Five Channels Impoundment","experimental gillnet","Amia_calva",0
"Five Channels Impoundment","surface_12s","Amia_calva",1
"Five Channels Impoundment","benthic_12s","Amia_calva",0
"Five Channels Impoundment","experimental gillnet","Amia_calva",0
"Five Channels Impoundment","surface_12s","Amia_calva",1
"Five Channels Impoundment","experimental gillnet","Amia_calva",0
"Five Channels Impoundment","surface_12s","Amia_calva",0
"Five Channels Impoundment","benthic_12s","Amia_calva",1
"Five Channels Impoundment","large mesh fyke net","Amia_calva",1
"Five Channels Impoundment","surface_12s","Amia_calva",1
"Five Channels Impoundment","benthic_12s","Amia_calva",1
"Five Channels Impoundment","large mesh fyke net","Amia_calva",0
"Five Channels Impoundment","surface_12s","Amia_calva",1
"Five Channels Impoundment","large mesh fyke net","Amia_calva",0
"Five Channels Impoundment","surface_12s","Amia_calva",1
"Five Channels Impoundment","large mesh fyke net","Amia_calva",0
"Five Channels Impoundment","surface_12s","Amia_calva",1
"Five Channels Impoundment","large mesh fyke net","Amia_calva",1
"Five Channels Impoundment","surface_12s","Amia_calva",1
"Five Channels Impoundment","benthic_12s","Amia_calva",1
"Five Channels Impoundment","seine","Amia_calva",0
"Five Channels Impoundment","surface_12s","Amia_calva",1
"Five Channels Impoundment","benthic_12s","Amia_calva",1
"Five Channels Impoundment","seine","Amia_calva",0
"Five Channels Impoundment","surface_12s","Amia_calva",1
"Five Channels Impoundment","surface_12s","Amia_calva",1
"Five Channels Impoundment","benthic_12s","Amia_calva",1
"Five Channels Impoundment","surface_12s","Amia_calva",1
"Five Channels Impoundment","surface_12s","Amia_calva",1
"Five Channels Impoundment","seine","Amia_calva",1
"Five Channels Impoundment","surface_12s","Amia_calva",1
"Five Channels Impoundment","surface_12s","Amia_calva",1
"Five Channels Impoundment","benthic_12s","Amia_calva",1
"Five Channels Impoundment","surface_12s","Amia_calva",1
"Five Channels Impoundment","surface_12s","Amia_calva",1
"Five Channels Impoundment","seine","Amia_calva",0
"Five Channels Impoundment","surface_12s","Amia_calva",0
"Five Channels Impoundment","benthic_12s","Amia_calva",1
"Five Channels Impoundment","surface_12s","Amia_calva",1
"Five Channels Impoundment","small mesh fyke net","Amia_calva",0
"Five Channels Impoundment","surface_12s","Amia_calva",1
"Five Channels Impoundment","small mesh fyke net","Amia_calva",0
"Five Channels Impoundment","surface_12s","Amia_calva",1
"Five Channels Impoundment","benthic_12s","Amia_calva",0
"Five Channels Impoundment","small mesh fyke net","Amia_calva",0
"Five Channels Impoundment","surface_12s","Amia_calva",1
"Five Channels Impoundment","benthic_12s","Amia_calva",0
"Five Channels Impoundment","small mesh fyke net","Amia_calva",0
"Five Channels Impoundment","surface_12s","Amia_calva",1
"Five Channels Impoundment","trap net","Amia_calva",0
"Five Channels Impoundment","surface_12s","Amia_calva",0
"Five Channels Impoundment","benthic_12s","Amia_calva",1
"Five Channels Impoundment","trap net","Amia_calva",0
"Five Channels Impoundment","surface_12s","Amia_calva",0
"Five Channels Impoundment","benthic_12s","Amia_calva",1
"Five Channels Impoundment","trap net","Amia_calva",1
"Five Channels Impoundment","surface_12s","Amia_calva",0
"Five Channels Impoundment","benthic_12s","Amia_calva",1
"Five Channels Impoundment","boomshocker","Amia_calva",1
"Five Channels Impoundment","boomshocker","Amia_calva",1
"Five Channels Impoundment","experimental gillnet","Amia_calva",0
"Five Channels Impoundment","large mesh fyke net","Amia_calva",1
"Five Channels Impoundment","large mesh fyke net","Amia_calva",1
"Five Channels Impoundment","large mesh fyke net","Amia_calva",0
"Five Channels Impoundment","large mesh fyke net","Amia_calva",0
"Five Channels Impoundment","seine","Amia_calva",0
"Five Channels Impoundment","surface_12s","Amia_calva",1
"Five Channels Impoundment","surface_12s","Amia_calva",0
"Five Channels Impoundment","surface_12s","Amia_calva",1
"Five Channels Impoundment","surface_12s","Amia_calva",1
"Five Channels Impoundment","surface_12s","Amia_calva",1
"Five Channels Impoundment","surface_12s","Amia_calva",1
"Five Channels Impoundment","benthic_12s","Amia_calva",1
"Five Channels Impoundment","surface_12s","Amia_calva",0
"Five Channels Impoundment","surface_12s","Amia_calva",1
"Five Channels Impoundment","benthic_12s","Amia_calva",0
"Five Channels Impoundment","surface_12s","Amia_calva",0
"Five Channels Impoundment","surface_12s","Amia_calva",1
"Five Channels Impoundment","surface_12s","Amia_calva",1
"Five Channels Impoundment","surface_12s","Amia_calva",1
"Five Channels Impoundment","benthic_12s","Amia_calva",0
"Five Channels Impoundment","benthic_12s","Amia_calva",1
"Five Channels Impoundment","surface_12s","Amia_calva",1
"Five Channels Impoundment","surface_12s","Amia_calva",0
"Five Channels Impoundment","surface_12s","Amia_calva",1
"Five Channels Impoundment","benthic_12s","Amia_calva",1
"Five Channels Impoundment","surface_12s","Amia_calva",1
"Five Channels Impoundment","surface_12s","Amia_calva",0
"Five Channels Impoundment","surface_12s","Amia_calva",1
"Five Channels Impoundment","benthic_12s","Amia_calva",0
"Five Channels Impoundment","surface_12s","Amia_calva",0
"Five Channels Impoundment","surface_12s","Amia_calva",1
"Five Channels Impoundment","surface_12s","Amia_calva",1
"Five Channels Impoundment","benthic_12s","Amia_calva",1
"Five Channels Impoundment","surface_12s","Amia_calva",0
"Fourth Lake","boomshocker","Amia_calva",0
"Fourth Lake","surface_12s","Amia_calva",0
"Fourth Lake","surface_12s","Amia_calva",0
"Fourth Lake","surface_12s","Amia_calva",0
"Fourth Lake","benthic_12s","Amia_calva",0
"Fourth Lake","benthic_12s","Amia_calva",1
"Fourth Lake","boomshocker","Amia_calva",0
"Fourth Lake","surface_12s","Amia_calva",0
"Fourth Lake","surface_12s","Amia_calva",0
"Fourth Lake","surface_12s","Amia_calva",0
"Fourth Lake","surface_12s","Amia_calva",0
"Fourth Lake","benthic_12s","Amia_calva",1
"Fourth Lake","benthic_12s","Amia_calva",0
"Fourth Lake","boomshocker","Amia_calva",0
"Fourth Lake","surface_12s","Amia_calva",0
"Fourth Lake","surface_12s","Amia_calva",0
"Fourth Lake","benthic_12s","Amia_calva",1
"Fourth Lake","benthic_12s","Amia_calva",0
"Fourth Lake","benthic_12s","Amia_calva",0
"Fourth Lake","experimental gillnet","Amia_calva",0
"Fourth Lake","surface_12s","Amia_calva",0
"Fourth Lake","surface_12s","Amia_calva",0
"Fourth Lake","surface_12s","Amia_calva",0
"Fourth Lake","benthic_12s","Amia_calva",1
"Fourth Lake","benthic_12s","Amia_calva",0
"Fourth Lake","experimental gillnet","Amia_calva",0
"Fourth Lake","surface_12s","Amia_calva",0
"Fourth Lake","surface_12s","Amia_calva",0
"Fourth Lake","surface_12s","Amia_calva",0
"Fourth Lake","benthic_12s","Amia_calva",0
"Fourth Lake","experimental gillnet","Amia_calva",0
"Fourth Lake","surface_12s","Amia_calva",0
"Fourth Lake","surface_12s","Amia_calva",0
"Fourth Lake","surface_12s","Amia_calva",0
"Fourth Lake","surface_12s","Amia_calva",0
"Fourth Lake","benthic_12s","Amia_calva",1
"Fourth Lake","experimental gillnet","Amia_calva",0
"Fourth Lake","surface_12s","Amia_calva",0
"Fourth Lake","surface_12s","Amia_calva",0
"Fourth Lake","surface_12s","Amia_calva",0
"Fourth Lake","benthic_12s","Amia_calva",0
"Fourth Lake","benthic_12s","Amia_calva",0
"Fourth Lake","large mesh fyke net","Amia_calva",0
"Fourth Lake","surface_12s","Amia_calva",0
"Fourth Lake","surface_12s","Amia_calva",0
"Fourth Lake","surface_12s","Amia_calva",0
"Fourth Lake","benthic_12s","Amia_calva",0
"Fourth Lake","benthic_12s","Amia_calva",0
"Fourth Lake","large mesh fyke net","Amia_calva",0
"Fourth Lake","surface_12s","Amia_calva",0
"Fourth Lake","surface_12s","Amia_calva",0
"Fourth Lake","surface_12s","Amia_calva",1
"Fourth Lake","benthic_12s","Amia_calva",0
"Fourth Lake","benthic_12s","Amia_calva",0
"Fourth Lake","large mesh fyke net","Amia_calva",0
"Fourth Lake","surface_12s","Amia_calva",0
"Fourth Lake","surface_12s","Amia_calva",1
"Fourth Lake","large mesh fyke net","Amia_calva",1
"Fourth Lake","surface_12s","Amia_calva",0
"Fourth Lake","surface_12s","Amia_calva",0
"Fourth Lake","surface_12s","Amia_calva",0
"Fourth Lake","large mesh fyke net","Amia_calva",0
"Fourth Lake","surface_12s","Amia_calva",1
"Fourth Lake","surface_12s","Amia_calva",0
"Fourth Lake","surface_12s","Amia_calva",0
"Fourth Lake","benthic_12s","Amia_calva",1
"Fourth Lake","benthic_12s","Amia_calva",0
"Fourth Lake","large mesh fyke net","Amia_calva",1
"Fourth Lake","surface_12s","Amia_calva",0
"Fourth Lake","surface_12s","Amia_calva",0
"Fourth Lake","surface_12s","Amia_calva",0
"Fourth Lake","surface_12s","Amia_calva",0
"Fourth Lake","benthic_12s","Amia_calva",0
"Fourth Lake","benthic_12s","Amia_calva",1
"Fourth Lake","large mesh fyke net","Amia_calva",0
"Fourth Lake","surface_12s","Amia_calva",1
"Fourth Lake","surface_12s","Amia_calva",0
"Fourth Lake","surface_12s","Amia_calva",0
"Fourth Lake","benthic_12s","Amia_calva",1
"Fourth Lake","benthic_12s","Amia_calva",0
"Fourth Lake","large mesh fyke net","Amia_calva",1
"Fourth Lake","surface_12s","Amia_calva",0
"Fourth Lake","surface_12s","Amia_calva",0
"Fourth Lake","surface_12s","Amia_calva",0
"Fourth Lake","large mesh fyke net","Amia_calva",1
"Fourth Lake","surface_12s","Amia_calva",0
"Fourth Lake","surface_12s","Amia_calva",0
"Fourth Lake","surface_12s","Amia_calva",0
"Fourth Lake","surface_12s","Amia_calva",0
"Fourth Lake","benthic_12s","Amia_calva",0
"Fourth Lake","benthic_12s","Amia_calva",1
"Fourth Lake","seine","Amia_calva",0
"Fourth Lake","surface_12s","Amia_calva",0
"Fourth Lake","surface_12s","Amia_calva",1
"Fourth Lake","small mesh fyke net","Amia_calva",0
"Fourth Lake","surface_12s","Amia_calva",0
"Fourth Lake","surface_12s","Amia_calva",0
"Fourth Lake","surface_12s","Amia_calva",1
"Fourth Lake","benthic_12s","Amia_calva",0
"Fourth Lake","small mesh fyke net","Amia_calva",0
"Fourth Lake","surface_12s","Amia_calva",0
"Fourth Lake","surface_12s","Amia_calva",0
"Fourth Lake","surface_12s","Amia_calva",1
"Fourth Lake","benthic_12s","Amia_calva",0
"Fourth Lake","benthic_12s","Amia_calva",0
"Fourth Lake","small mesh fyke net","Amia_calva",0
"Fourth Lake","surface_12s","Amia_calva",1
"Fourth Lake","surface_12s","Amia_calva",0
"Fourth Lake","benthic_12s","Amia_calva",1
"Fourth Lake","small mesh fyke net","Amia_calva",0
"Fourth Lake","surface_12s","Amia_calva",0
"Fourth Lake","surface_12s","Amia_calva",0
"Fourth Lake","surface_12s","Amia_calva",0
"Fourth Lake","surface_12s","Amia_calva",0
"Fourth Lake","benthic_12s","Amia_calva",0
"Fourth Lake","surface_12s","Amia_calva",0
"Fourth Lake","surface_12s","Amia_calva",1
"Fourth Lake","benthic_12s","Amia_calva",1
"Haithco Lake","experimental gillnet","Amia_calva",0
"Haithco Lake","surface_12s","Amia_calva",0
"Haithco Lake","benthic_12s","Amia_calva",0
"Haithco Lake","surface_12s","Amia_calva",0
"Haithco Lake","surface_12s","Amia_calva",0
"Haithco Lake","experimental gillnet","Amia_calva",0
"Haithco Lake","surface_12s","Amia_calva",0
"Haithco Lake","surface_12s","Amia_calva",0
"Haithco Lake","benthic_12s","Amia_calva",0
"Haithco Lake","experimental gillnet","Amia_calva",0
"Haithco Lake","surface_12s","Amia_calva",0
"Haithco Lake","surface_12s","Amia_calva",0
"Haithco Lake","experimental gillnet","Amia_calva",0
"Haithco Lake","surface_12s","Amia_calva",0
"Haithco Lake","benthic_12s","Amia_calva",0
"Haithco Lake","large mesh fyke net","Amia_calva",0
"Haithco Lake","surface_12s","Amia_calva",0
"Haithco Lake","surface_12s","Amia_calva",0
"Haithco Lake","surface_12s","Amia_calva",0
"Haithco Lake","surface_12s","Amia_calva",0
"Haithco Lake","benthic_12s","Amia_calva",0
"Haithco Lake","large mesh fyke net","Amia_calva",0
"Haithco Lake","surface_12s","Amia_calva",0
"Haithco Lake","benthic_12s","Amia_calva",0
"Haithco Lake","surface_12s","Amia_calva",0
"Haithco Lake","benthic_12s","Amia_calva",0
"Haithco Lake","large mesh fyke net","Amia_calva",0
"Haithco Lake","surface_12s","Amia_calva",0
"Haithco Lake","benthic_12s","Amia_calva",0
"Haithco Lake","surface_12s","Amia_calva",0
"Haithco Lake","surface_12s","Amia_calva",0
"Haithco Lake","benthic_12s","Amia_calva",0
"Haithco Lake","large mesh fyke net","Amia_calva",0
"Haithco Lake","surface_12s","Amia_calva",0
"Haithco Lake","surface_12s","Amia_calva",0
"Haithco Lake","surface_12s","Amia_calva",0
"Haithco Lake","surface_12s","Amia_calva",0
"Haithco Lake","benthic_12s","Amia_calva",0
"Haithco Lake","large mesh fyke net","Amia_calva",0
"Haithco Lake","surface_12s","Amia_calva",0
"Haithco Lake","benthic_12s","Amia_calva",0
"Haithco Lake","surface_12s","Amia_calva",0
"Haithco Lake","benthic_12s","Amia_calva",0
"Haithco Lake","large mesh fyke net","Amia_calva",0
"Haithco Lake","surface_12s","Amia_calva",0
"Haithco Lake","benthic_12s","Amia_calva",0
"Haithco Lake","surface_12s","Amia_calva",0
"Haithco Lake","surface_12s","Amia_calva",0
"Haithco Lake","benthic_12s","Amia_calva",0
"Haithco Lake","large mesh fyke net","Amia_calva",0
"Haithco Lake","surface_12s","Amia_calva",0
"Haithco Lake","surface_12s","Amia_calva",0
"Haithco Lake","surface_12s","Amia_calva",0
"Haithco Lake","surface_12s","Amia_calva",0
"Haithco Lake","benthic_12s","Amia_calva",0
"Haithco Lake","large mesh fyke net","Amia_calva",0
"Haithco Lake","surface_12s","Amia_calva",0
"Haithco Lake","benthic_12s","Amia_calva",0
"Haithco Lake","surface_12s","Amia_calva",0
"Haithco Lake","surface_12s","Amia_calva",0
"Haithco Lake","benthic_12s","Amia_calva",0
"Haithco Lake","large mesh fyke net","Amia_calva",0
"Haithco Lake","surface_12s","Amia_calva",0
"Haithco Lake","benthic_12s","Amia_calva",0
"Haithco Lake","surface_12s","Amia_calva",0
"Haithco Lake","surface_12s","Amia_calva",0
"Haithco Lake","benthic_12s","Amia_calva",0
"Haithco Lake","seine","Amia_calva",0
"Haithco Lake","surface_12s","Amia_calva",0
"Haithco Lake","benthic_12s","Amia_calva",0
"Haithco Lake","surface_12s","Amia_calva",0
"Haithco Lake","surface_12s","Amia_calva",0
"Haithco Lake","seine","Amia_calva",0
"Haithco Lake","surface_12s","Amia_calva",0
"Haithco Lake","benthic_12s","Amia_calva",0
"Haithco Lake","surface_12s","Amia_calva",0
"Haithco Lake","small mesh fyke net","Amia_calva",0
"Haithco Lake","surface_12s","Amia_calva",0
"Haithco Lake","surface_12s","Amia_calva",0
"Haithco Lake","surface_12s","Amia_calva",0
"Haithco Lake","benthic_12s","Amia_calva",0
"Haithco Lake","small mesh fyke net","Amia_calva",0
"Haithco Lake","surface_12s","Amia_calva",0
